NACE Code,NACE Name,BICS Code,BICS Level,BICS Name,NACE_code_covered_EU_taxon,NACE_name_covered_EU_taxon,mapping _sectors_2dii
19.2,Manufacture of refined petroleum products,131014101111,6,Heating Oil,,,
19.2,Manufacture of refined petroleum products,131014101112,6,Jet Fuel & Kerosene,,,
19.2,Manufacture of refined petroleum products,1310141012,5,Heavy Refined Products,,,
19.2,Manufacture of refined petroleum products,131014101210,6,Residual Fuel,,,
19.2,Manufacture of refined petroleum products,131110,3,Biofuels,,,
19.2,Manufacture of refined petroleum products,13111010,4,Biofuel Feedstock Suppliers,,,
19.2,Manufacture of refined petroleum products,1311101010,5,Biodiesel Feedstock Suppliers,,,
19.2,Manufacture of refined petroleum products,1311101011,5,Ethanol Feedstock Suppliers,,,
19.2,Manufacture of refined petroleum products,13111011,4,Diesel Substitutes,,,
19.2,Manufacture of refined petroleum products,1311101110,5,Gasification - FT Synthesis,,,
19.2,Manufacture of refined petroleum products,1311101111,5,Hydrotreatment,,,
19.2,Manufacture of refined petroleum products,1311101112,5,Transesterification,,,
19.2,Manufacture of refined petroleum products,13111012,4,Gasoline Substitutes,,,
19.2,Manufacture of refined petroleum products,1311101210,5,Enzymatic Hydrolysis,,,
19.2,Manufacture of refined petroleum products,1311101211,5,Gasification Fermentation,,,
19.2,Manufacture of refined petroleum products,1311101212,5,Starch & Sugar Fermentation,,,
20.1,Manufacture of basic chemicals,171011,3,Basic & Diversified Chemicals,,,
20.11,Manufacture of industrial gases,1710111012,5,Industrial Gas,,,
20.12,Manufacture of dyes and pigments,1710122310,5,Inorganic Dye & Pigments,,,
20.12,Manufacture of dyes and pigments,1710122311,5,Organic Dye & Pigments,,,
20.13,Manufacture of other inorganic basic chemicals,17101110,4,Inorganic Base Chemicals,,,
20.13,Manufacture of other inorganic basic chemicals,1710111010,5,Alkalis & Chlorine,,,
20.13,Manufacture of other inorganic basic chemicals,1710111011,5,Bulk Acids,,,
20.13,Manufacture of other inorganic basic chemicals,1710111013,5,Other Inorganic Base Chemicals,,,
20.14,Manufacture of other organic basic chemicals,17101111,4,Organic Chem & Intermediates,,,
20.14,Manufacture of other organic basic chemicals,1710111110,5,Alcohols,,,
20.14,Manufacture of other organic basic chemicals,1710111111,5,Aromatics,,,
20.14,Manufacture of other organic basic chemicals,1710111112,5,Intermediates,,,
20.14,Manufacture of other organic basic chemicals,1710111113,5,Olefins,,,
20.14,Manufacture of other organic basic chemicals,1710111114,5,Other Organic Base Chemicals,,,
20.14,Manufacture of other organic basic chemicals,171011111410,6,Carbon Black,,,
20.14,Manufacture of other organic basic chemicals,171011111411,6,Cyclic Crude & Intermed,,,
20.14,Manufacture of other organic basic chemicals,171011111412,6,Gum & Wood,,,
20.14,Manufacture of other organic basic chemicals,17101112,4,"Organic Resins, Fibers & Rubber",,,
20.14,Manufacture of other organic basic chemicals,1710111210,5,Artificial Fibers & Filaments,,,
20.14,Manufacture of other organic basic chemicals,171011121010,6,Cellulosic Organic Fiber,,,
20.14,Manufacture of other organic basic chemicals,171011121011,6,Non-Cellulosic Organic Fiber,,,
20.14,Manufacture of other organic basic chemicals,1710111211,5,Organic Resins,,,
20.14,Manufacture of other organic basic chemicals,1710111212,5,Synthetic Rubber,,,
20.15,Manufacture of fertilisers and nitrogen compounds,17101012,4,Fertilizers,,,
20.15,Manufacture of fertilisers and nitrogen compounds,1710101210,5,Fertilizer Blending & Distr,,,
20.15,Manufacture of fertilisers and nitrogen compounds,1710101211,5,Nitrogenous Fertilizers,,,
20.15,Manufacture of fertilisers and nitrogen compounds,1710101212,5,Phosphate Fertilizers,,,
20.15,Manufacture of fertilisers and nitrogen compounds,1710101213,5,Potassium Fertilizers,,,
20.2,Manufacture of pesticides and other agrochemical products,171010,3,Agricultural Chemicals,,,
20.2,Manufacture of pesticides and other agrochemical products,17101011,4,Crop Chemicals,,,
20.2,Manufacture of pesticides and other agrochemical products,1710101110,5,Fungicides,,,
20.2,Manufacture of pesticides and other agrochemical products,1710101111,5,Herbicides,,,
20.2,Manufacture of pesticides and other agrochemical products,1710101112,5,Insecticides,,,
20.2,Manufacture of pesticides and other agrochemical products,1710101113,5,Other Crop Chemicals,,,
20.2,Manufacture of pesticides and other agrochemical products,17101013,4,Seeds & Agriculture Biotech,,,
20.3,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",17101221,4,Paints & Coatings,,,
20.3,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",1710122110,5,Industrial Coatings,,,
20.3,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",1710122111,5,Specialty Coatings,,,
20.3,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",17101222,4,Printing Ink,,,
20.41,"Manufacture of soap and detergents, cleaning and polishing preparations",1210141011,5,Household Cleaning Products,,,
20.41,"Manufacture of soap and detergents, cleaning and polishing preparations",1210141113,5,Soap & Other Detergent,,,
20.42,Manufacture of perfumes and toilet preparations,1210141110,5,Cosmetics,,,
20.51,Manufacture of explosives,17101215,4,Explosives,,,
20.59,Manufacture of other chemical products n.e.c.,171012,3,Specialty Chemicals,,,
20.59,Manufacture of other chemical products n.e.c.,17101210,4,Adhesives & Sealants,,,
20.59,Manufacture of other chemical products n.e.c.,17101211,4,Advanced Materials,,,
20.59,Manufacture of other chemical products n.e.c.,1710121110,5,Advanced Ceramics,,,
20.59,Manufacture of other chemical products n.e.c.,1710121111,5,Carbon Fiber,,,
20.59,Manufacture of other chemical products n.e.c.,1710121112,5,Composites,,,
20.59,Manufacture of other chemical products n.e.c.,1710121113,5,Engineering Plastics,,,
20.59,Manufacture of other chemical products n.e.c.,1710121114,5,Graphite Products,,,
20.59,Manufacture of other chemical products n.e.c.,1710121115,5,Nanotechnology,,,
20.59,Manufacture of other chemical products n.e.c.,1710121116,5,Special Coated Metals,,,
20.59,Manufacture of other chemical products n.e.c.,1710121117,5,Other Advanced Materials,,,
20.59,Manufacture of other chemical products n.e.c.,17101212,4,Catalysts,,,
20.59,Manufacture of other chemical products n.e.c.,17101213,4,Consumer Retail Chemicals,,,
20.59,Manufacture of other chemical products n.e.c.,17101214,4,Electronic Chemicals,,,
20.59,Manufacture of other chemical products n.e.c.,17101216,4,Fine Chemicals,,,
20.59,Manufacture of other chemical products n.e.c.,17101217,4,Flavors & Fragrances,,,
20.59,Manufacture of other chemical products n.e.c.,17101218,4,Functional Additives,,,
20.59,Manufacture of other chemical products n.e.c.,1710121810,5,Cosmetic Additives,,,
20.59,Manufacture of other chemical products n.e.c.,1710121811,5,Fluid & Lubricant Additives,,,
20.59,Manufacture of other chemical products n.e.c.,1710121812,5,Food Additives,,,
20.59,Manufacture of other chemical products n.e.c.,1710121813,5,Paper Additives & Process Chem,,,
20.59,Manufacture of other chemical products n.e.c.,1710121814,5,Polymer Additives,,,
20.59,Manufacture of other chemical products n.e.c.,17101219,4,Ind & Instl Cleaning Chemicals,,,
20.59,Manufacture of other chemical products n.e.c.,17101220,4,Oilfield Chemicals,,,
20.59,Manufacture of other chemical products n.e.c.,17101223,4,Synthetic Dye & Pigments,,,
20.59,Manufacture of other chemical products n.e.c.,17101224,4,Water Treatment Chemicals,,,
21.1,Manufacture of basic pharmaceutical products,151010,3,Large Pharma,,,
21.1,Manufacture of basic pharmaceutical products,151012,3,Specialty Pharma,,,
21.1,Manufacture of basic pharmaceutical products,15101210,4,Development Stage Spec Pharma,,,
21.1,Manufacture of basic pharmaceutical products,15101211,4,Comml Non-Profit Spec Pharma,,,
21.1,Manufacture of basic pharmaceutical products,15101212,4,Comml Profitable Spec Pharm,,,
21.1,Manufacture of basic pharmaceutical products,151013,3,Generic Pharma,,,
21.1,Manufacture of basic pharmaceutical products,15101310,4,Biosimilars Valuation,,,
21.1,Manufacture of basic pharmaceutical products,15101311,4,Global Generics API,,,
21.2,Manufacture of pharmaceutical preparations,15121111,4,In Vitro Diagnostics,,,
22,Manufacture of rubber and plastic products,161311,3,Rubber & Plastic,,,
22.11,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,11111124,4,Tire,,,
22.11,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,16141013,4,Tire Retreading,,,
22.19,Manufacture of other rubber products,16131112,4,Rubber Products,,,
22.19,Manufacture of other rubber products,1613111210,5,Mechanical Rubber Products,,,
22.19,Manufacture of other rubber products,1613111211,5,Other Rubber Products,,,
22.21,"Manufacture of plastic plates, sheets, tubes and profiles",16131110,4,Plastic Products,,,
22.21,"Manufacture of plastic plates, sheets, tubes and profiles",1613111010,5,Laminated Plastics,,,
22.21,"Manufacture of plastic plates, sheets, tubes and profiles",1613111011,5,Plastics Compounding,,,
22.21,"Manufacture of plastic plates, sheets, tubes and profiles",1613111012,5,Polystyrene Foam Products,,,
22.21,"Manufacture of plastic plates, sheets, tubes and profiles",1613111013,5,Unlaminated Plastic Film,,,
22.21,"Manufacture of plastic plates, sheets, tubes and profiles",1613111014,5,Other Foam Products,,,
22.21,"Manufacture of plastic plates, sheets, tubes and profiles",16131111,4,Rubber & Plastic Products,,,
22.21,"Manufacture of plastic plates, sheets, tubes and profiles",1711121510,5,Plastic Pipe & Pipe Fitting,,,
22.22,Manufacture of plastic packing goods,17121013,4,Plastic Containers & Packaging,,,
22.22,Manufacture of plastic packing goods,1712101310,5,Plastic Bag & Pouch,,,
22.22,Manufacture of plastic packing goods,1712101311,5,Plastic Bottle,,,
22.22,Manufacture of plastic packing goods,1712101312,5,Plastic Packaging Film & Sheet,,,
22.22,Manufacture of plastic packing goods,1712101313,5,Plastic Tube Containers,,,
22.22,Manufacture of plastic packing goods,1712101314,5,Protective Packaging Materials,,,
22.23,Manufacture of builders' ware of plastic,1112111113,5,Resilient Floor Covering,,,
22.23,Manufacture of builders' ware of plastic,1112111811,5,Vinyl Wind Doors,,,
22.23,Manufacture of builders' ware of plastic,17111215,4,Plastic Building Materials,,,
22.29,Manufacture of other plastic products,1711121511,5,Other Plastics Products,,,
23,Manufacture of other non-metallic mineral products,171112,3,Non Wood Building Materials,,,
23.11,Manufacture of flat glass,17111212,4,Glass Products - Bldg Materials,,,
23.11,Manufacture of flat glass,1711121210,5,Flat Glass,,,
23.13,Manufacture of hollow glass,17121010,4,Glass Containers,,,
23.19,"Manufacture and processing of other glass, including technical glassware",1711121211,5,Other Building Glass,,,
23.31,Manufacture of ceramic tiles and flags,1711121010,5,Brick & Structural Clay Tile,,,
23.32,"Manufacture of bricks, tiles and construction products, in baked clay",1112111111,5,Ceramic Wall & Floor Tiles,,,
23.32,"Manufacture of bricks, tiles and construction products, in baked clay",17111210,4,"Brick, Tile & Clay Bldg Matl",,,
23.32,"Manufacture of bricks, tiles and construction products, in baked clay",1711121011,5,Non-Clay Refract,,,
23.32,"Manufacture of bricks, tiles and construction products, in baked clay",1711121012,5,Other Structural Clay Products,,,
23.42,Manufacture of ceramic sanitary fixtures,11121115,4,Plumbing Products,,,
23.42,Manufacture of ceramic sanitary fixtures,1112111510,5,Iron Metalware,,,
23.42,Manufacture of ceramic sanitary fixtures,1112111511,5,Plastic Plumbing Fixtures,,,
23.42,Manufacture of ceramic sanitary fixtures,1112111512,5,Plumb Fixture Fitting & Trim,,,
23.42,Manufacture of ceramic sanitary fixtures,1112111513,5,Porcelain Plumbing Fixtures,,,
23.51,Manufacture of cement,171110,3,Cement & Aggregates,,,
23.51,Manufacture of cement,17111010,4,Aggregates,,,
23.51,Manufacture of cement,1711101010,5,Crushed Stone Mining,,,
23.51,Manufacture of cement,1711101011,5,Sand & Gravel Mining,,,
23.51,Manufacture of cement,17111012,4,Cement,,,
23.52,Manufacture of lime and plaster,17111213,4,Gypsum Products,,,
23.61,Manufacture of concrete products for construction purposes,17111211,4,Concrete Products,,,
23.61,Manufacture of concrete products for construction purposes,1711121110,5,Concrete Block & Brick,,,
23.61,Manufacture of concrete products for construction purposes,1711121111,5,Concrete Pipe,,,
23.61,Manufacture of concrete products for construction purposes,1711121112,5,Other Concrete Products,,,
23.63,Manufacture of ready-mixed concrete,17111013,4,Ready Mix Concrete,,,
23.9,Manufacture of abrasive products and non-metallic mineral products n.e.c.,17111217,4,Sundry Building Products,,,
23.91,Production of abrasive products,1711121710,5,Abrasive Products,,,
23.99,Manufacture of other non-metallic mineral products n.e.c.,17111011,4,Asphalt,,,
23.99,Manufacture of other non-metallic mineral products n.e.c.,17111214,4,Insulation Products,,,
23.99,Manufacture of other non-metallic mineral products n.e.c.,1711121410,5,Mineral Wool,,,
23.99,Manufacture of other non-metallic mineral products n.e.c.,1711121411,5,Polystyrene Foam Insulation,,,
23.99,Manufacture of other non-metallic mineral products n.e.c.,1711121711,5,Nonmetal Mineral Products,,,
24.1,Manufacture of basic iron and steel and of ferro-alloys,17141010,4,Iron Mills,,,
24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",16131012,4,Fabricated Pipe & Pipe Fitting,,,
24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",171412,3,Steel Producers,,,
24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",17141210,4,Flat Rolled,,,
24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",17141211,4,"Long, Pipe & Tubular",,,
24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",1714121110,5,Long Products,,,
24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",1714121111,5,Pipe & Tubular,,,
24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",17141212,4,Specialty Metals,,,
24.34,Cold drawing of wire,1714121112,5,Steel Wire Drawing,,,
24.42,Aluminium production,1715101010,5,Aluminum Smelting & Refining,,,
24.42,Aluminium production,171510101010,6,Primary Aluminum Smelt & Refin,,,
24.42,Aluminium production,171510101011,6,Secondary Alum Smelt & Refining,,,
24.44,Copper production,17151012,4,Copper,,,
24.44,Copper production,1715101211,5,Copper Smelting & Refining,,,
24.44,Copper production,171510121110,6,"Copper Roll, Draw & Extruding",,,
